type,kud_date,kud_text,kud_amount,toto_date,toto_text,toto_amount,label
reconciled,28.04.2022,Q8 Service 8042 67191,-648.99,27.04.2022,Benzina,648.99,1
reconciled,29.04.2022,SuperB Solrød 44055,-403.5,29.04.2022,Supermarket ,403.5,1
reconciled,02.05.2022,CPH Parkering A S 18171,-704.0,02.05.2022,Parking cph airport ,704.0,1
reconciled,04.05.2022,RYANAIR PAYPAL COM,-856.19,02.05.2022,Ryanair Milano,856.19,1
reconciled,09.05.2022,BabySam A S HQ 00198,-6078.4,08.05.2022,Stroller,6078.4,1
reconciled,09.05.2022,Fisketorvet Føtex 66246,-499.53,08.05.2022,Supermarket ,499.53,1
reconciled,11.05.2022,LIDL 58177,-391.55,11.05.2022,Supermarket ,391.55,1
reconciled,16.05.2022,IKEA 094 HFB ECO 02983,-468.0,15.05.2022,Ikea,468.0,1
reconciled,23.05.2022,SuperB Solrød 60704,-638.9,23.05.2022,Supermarket ,638.9,1
reconciled,30.05.2022,LIDL 74726,-788.95,29.05.2022,Supermarket ,788.95,1
reconciled,30.05.2022,EPass Norway,-66.4,27.05.2022,Epass24 Norway,66.4,1
reconciled,01.06.2022,MobilePay Caroline Boje,-427.9,01.06.2022,Vitamins,427.9,1
reconciled,01.06.2022,B Skat 20 05 2022,-1069.0,01.06.2022,B Skat,1069.0,1
reconciled,08.06.2022,PAYPAL BOOKING 35314369001,-15863.69,04.06.2022,Vacations Cannes Hot,15863.69,1
reconciled,08.06.2022,SuperB Solrød 70646,-592.25,08.06.2022,Supermarket ,592.25,1
reconciled,13.06.2022,LIDL 87942,-608.4,12.06.2022,Supermarket ,608.4,1
reconciled,13.06.2022,Tax Return Faktura,-10000.0,13.06.2022,Tax Consultant,10000.0,1
reconciled,14.06.2022,ZooBiiDoo 14095,-249.0,13.06.2022,Dog food,249.0,1
reconciled,20.06.2022,Q8 Service 8042 10543,-500.96,19.06.2022,Benzina,500.96,1
reconciled,29.06.2022,SLOTHS AUTO ApS 01584,-850.0,28.06.2022,Tires change summer,850.0,1
reconciled,30.06.2022,SuperB Solrød 86548,-183.36,30.06.2022,Supermarket ,183.36,1
reconciled,03.10.2022,Maxi Zoo Gentofte 31308,-198.95,03.10.2022,Pappa Loki,198.95,1
reconciled,06.10.2022,MobilePay Caroline Boje,-328.0,06.10.2022,Insurances etc,328.0,1
reconciled,07.10.2022,SECURITAS A S,-210.0,07.10.2022,Parking (fine) fisketorvet,210.0,1
reconciled,10.10.2022,Fisketorvet Føtex 21631,-599.65,10.10.2022,Supermarket ,599.65,1
reconciled,11.10.2022,PAYPAL EASYPARK AS 35314369001,-45.71,08.10.2022,Parking,45.71,1
reconciled,11.10.2022,SuperB Solrød 45871,-355.95,11.10.2022,Supermarket ,355.95,1
reconciled,13.10.2022,4011320147,-306589.32,13.10.2022,House Loan Closure,306589.32,1
reconciled,17.10.2022,SuperB Solrød 50290,-631.7,17.10.2022,Supermarket ,631.7,1
reconciled,18.10.2022,PAYPAL UDEMY 35314369001,-117.09,13.10.2022,Course Udemy Swift,117.09,1
reconciled,24.10.2022,SuperB Solrød 53410,-164.9,24.10.2022,Supermarket ,164.9,1
reconciled,25.10.2022,B Skat 20 10 2022,-1069.0,25.10.2022,B-Skat 20.10.2022,1069.0,1
reconciled,26.10.2022,McDonalds Solroed rest,-289.0,24.10.2022,Mc Donald ,289.0,1
reconciled,26.10.2022,SuperB Solrød 56531,-906.7,26.10.2022,Supermarket ,906.7,1
reconciled,28.10.2022,MobilePay Mette Bigom Ryom Herold,-100.0,28.10.2022,Vinit present ,100.0,1
reconciled,03.11.2022,ZARA FISKETORVERT 67494,-522.0,02.11.2022,Zara pants,522.0,1
reconciled,06.11.2022,MobilePay Caroline Boje,-328.0,06.11.2022,Insurances,328.0,1
reconciled,07.11.2022,SuperB Solrød 64247,-600.9,05.11.2022,Supermarket ,600.9,1
reconciled,07.11.2022,SuperB Solrød 64932,-51.95,06.11.2022,Supermarket ,51.95,1
reconciled,08.11.2022,4180 APCOA PARKING AS,-30.0,06.11.2022,Bakken parking,30.0,1
reconciled,10.11.2022,SuperB Solrød 67854,-659.25,10.11.2022,Supermarket ,659.25,1
reconciled,14.11.2022,SuperB Solrød 70914,-657.05,14.11.2022,Supermarket ,657.05,1
reconciled,17.11.2022,Q8 Service 8042 30657,-619.63,16.11.2022,Benzina,619.63,1
reconciled,22.11.2022,McDonalds Solroed rest,-239.0,20.11.2022,Mc Donald ,239.0,1
reconciled,24.11.2022,MobilePay Caroline Boje,-599.75,24.11.2022,Formula,599.75,1
reconciled,29.11.2022,JOE THE JUICE A S Kastrup,-59.0,27.11.2022,Joe and the juice ,59.0,1
reconciled,01.12.2022,Krogsgaard Finans,-2474.0,01.12.2022,Car loan,2474.0,1
reconciled,01.12.2022,Gjensidige Forsikring D,-494.42,01.12.2022,Insurance,494.42,1
reconciled,01.12.2022,Udl kortbetaling 1 50 af DKK,-6.43,01.12.2022,Books LV currency,6.43,1
reconciled,01.12.2022,Udl kortbetaling 1 50 af DKK,-2.34,01.12.2022,Currency change,2.34,1
reconciled,02.12.2022,Udl kortbetaling 1 50 af DKK,-0.57,01.12.2022,Currency change,0.57,1
reconciled,02.12.2022,Udl kortbetaling 1 50 af DKK,-1.13,02.12.2022,Currency,1.13,1
reconciled,02.12.2022,Udl kortbetaling 1 50 af DKK,-0.7,02.12.2022,Currency,0.7,1
reconciled,02.12.2022,MobilePay Caroline Boje,-62.0,02.12.2022,Spotify,62.0,1
reconciled,06.12.2022,HGV LVBS FB LAS VEGAS,-66.84,06.12.2022,Cafe Las Vegas,66.84,1
reconciled,06.12.2022,VENETIAN STARBUCKS I LAS VEGAS,-104.68,06.12.2022,Starbucks Las Vegas,104.68,1
reconciled,06.12.2022,EXPO CONV CTR LAS VEGAS,-58.78,06.12.2022,Las Vegas,58.78,1
reconciled,06.12.2022,HGV LVBS FB LAS VEGAS,-64.41,06.12.2022,Cafe Las Vegas,64.41,1
reconciled,06.12.2022,SKYWALK PHOTO PEACH SPRINGS,-69.54,06.12.2022,Skywalk Canyon,69.54,1
reconciled,06.12.2022,GCW TOUR TERMINAL PEACH SPRINGS,-688.8,06.12.2022,Grand Canyon tour,688.8,1
reconciled,06.12.2022,MCDONALD S F24108 LAS VEGAS,-119.4,06.12.2022,Mc donald LV,119.4,1
reconciled,06.12.2022,VENETIAN STARBUCKS I LAS VEGAS,-131.46,06.12.2022,Starbucks,131.46,1
reconciled,06.12.2022,SP PSYCHO BUNNY 151 43459146,-502.42,06.12.2022,T shirt Psychobunny,502.42,1
reconciled,06.12.2022,SP KARMA LUCK 170 28681438,-610.62,06.12.2022,Karma present Caro,610.62,1
reconciled,06.12.2022,BARNES NOBLE Æ2128 LAS VEGAS,-973.6,06.12.2022,Books Las Vegas,973.6,1
reconciled,06.12.2022,SQ SQUISHABLE COM Las Vegas,-459.91,06.12.2022,Squishybuzz Noah,459.91,1
reconciled,06.12.2022,MCDONALD S M4327 OF NV LAS VEGAS,-171.11,06.12.2022, Mc donald Las Vegas,171.11,1
reconciled,06.12.2022,MACYS LAS VEGAS LAS VEGAS,-294.65,06.12.2022,Macy’s clothes Noah,294.65,1
reconciled,06.12.2022,HGV LVBS FB LAS VEGAS,-142.87,06.12.2022,Las vegas cafe,142.87,1
reconciled,06.12.2022,BUDGET CAR AND TRUCK REN LAS,-1165.47,06.12.2022,Car rental Las Vegas,1165.47,1
reconciled,06.12.2022,SuperB Solrød 62038,-819.6,06.12.2022,Supermarket ,819.6,1
reconciled,07.12.2022,Udl kortbetaling 1 50 af DKK,-4.29,07.12.2022,Currency bath stuff Caro,4.29,1
reconciled,07.12.2022,Udl kortbetaling 1 50 af DKK,-1.51,07.12.2022,Currency,1.51,1
reconciled,07.12.2022,Udl kortbetaling 1 50 af DKK,-0.99,07.12.2022,Currency,0.99,1
reconciled,07.12.2022,Udl kortbetaling 1 50 af DKK,-2.9,07.12.2022,Change currency,2.9,1
reconciled,08.12.2022,Udl kortbetaling 1 50 af DKK,-0.56,08.12.2022,Currency,0.56,1
reconciled,08.12.2022,Udl kortbetaling 1 50 af DKK,-1.94,08.12.2022,Currency,1.94,1
reconciled,08.12.2022,Udl kortbetaling 1 50 af DKK,-0.69,08.12.2022,Currency ,0.69,1
reconciled,12.12.2022,Depotgebyr 3033767048,-30.18,12.12.2022,Depotgebyr,30.18,1
reconciled,13.12.2022,AMZN Mktp DE 1Z43R0JW4 AMAZON DE,-905.81,10.12.2022,Carpet Caro,905.81,1
reconciled,13.12.2022,22107,-10.0,13.12.2022,Magazine,10.0,1
reconciled,13.12.2022,matas dk,-279.95,13.12.2022,Carpet Charlotte,279.95,1
reconciled,14.12.2022,BELIANI DK BAAR,-949.0,10.12.2022,Chairs present Caro,949.0,1
reconciled,14.12.2022,a3096,-1728.0,13.12.2022,Statue Charlotte,1728.0,1
reconciled,15.12.2022,29779,-1506.0,13.12.2022,Camera Frederik,1506.0,1
reconciled,19.12.2022,MobilePay Køge Dækcenter ApS,-1171.25,19.12.2022,New tire,1171.25,1
reconciled,20.12.2022,PAYPAL ADIDASDANMA 75,-129.0,20.12.2022,Socks Caro Xmas,129.0,1
reconciled,20.12.2022,PAYPAL SAALDIGITAL 35314369001,-1549.0,16.12.2022,Photos Caro,1549.0,1
reconciled,20.12.2022,BAUHAUS Ishøj 97103,-534.28,20.12.2022,Bauhaus,534.28,1
reconciled,26.12.2022,MobilePay PostNord Danmark Online P,-12.0,26.12.2022,Postnord stamps,12.0,1
reconciled,27.12.2022,Fisketorvet Føtex 80078,-980.4,23.12.2022,Supermarket ,980.4,1
reconciled,28.12.2022,AMZN Mktp DE 1N30G57X4 AMAZON DE,-1102.17,23.12.2022,Console table,1102.17,1
reconciled,28.12.2022,PAYPAL ADOBESYSTEM 35314369001,-95.19,28.12.2022,Adobe,95.19,1
reconciled,28.12.2022,McDonalds Solroed rest,-252.0,26.12.2022,Mc Donald ,252.0,1
reconciled,28.12.2022,Elgiganten 3004 58068,-1021.0,27.12.2022,Hue,1021.0,1
reconciled,29.12.2022,SuitSupply Copenhagen,-759.0,27.12.2022,Suitsupply sweater,759.0,1
reconciled,30.12.2022,APPLE COM BILL ITUNES COM,-45.0,30.12.2022,Apple App,45.0,1
reconciled,30.12.2022,MobilePay Caroline Boje,-599.75,30.12.2022,Formula ,599.75,1
reconciled,03.04.2018,JYSK Fisketorvet 38656,-198.0,03.04.2018,Jysk,198.0,1
reconciled,09.04.2018,ZARA FISKETORVERT 63409,-1247.0,07.04.2018,Zara,1247.0,1
reconciled,09.04.2018,MCDONALDS FISKETOR 56060,-140.0,07.04.2018,Mc Donald,140.0,1
reconciled,16.04.2018,BARBURRITO ApS 20158,-470.0,14.04.2018,Burrito,470.0,1
reconciled,17.04.2018,MobilePay Caroline Boje,-90.0,17.04.2018,Medicine,90.0,1
reconciled,23.04.2018,Kødbyens Fiskebar 01781,-305.0,22.04.2018,Oysters Meatpacking,305.0,1
reconciled,30.04.2018,CINEMAXX FISKETORV 91052,-272.0,27.04.2018,Cinema,272.0,1
reconciled,30.04.2018,Fisketorvet Føtex 15194,-62.95,29.04.2018,Fotex,62.95,1
reconciled,04.05.2018,MobilePay Caroline Boje,-301.46,04.05.2018,Fotex,301.46,1
reconciled,07.05.2018,56983,-3349.0,05.05.2018,Bike,3349.0,1
reconciled,07.05.2018,Fisketorvet Føtex 96252,-84.5,06.05.2018,Føtex,84.5,1
reconciled,11.05.2018,MobilePay Caroline Boje,-50.0,29.05.2018,Present Einar,50.0,1
reconciled,14.05.2018,Fisketorvet Føtex 73433,-380.55,11.05.2018,Fotex,380.55,1
reconciled,15.05.2018,Bertels Salon ApS 16243,-94.0,14.05.2018,Cheese cake,94.0,1
reconciled,20.05.2018,MobilePay Caroline Boje,-550.0,20.05.2018,Caroline gift,550.0,1
reconciled,22.05.2018,MobilePay Caroline Boje,-230.0,22.05.2018,Fotex,230.0,1
reconciled,28.05.2018,BoConcept Københav 21966,-3919.0,27.05.2018,Chairs BoConcept,3919.0,1
reconciled,28.05.2018,Fisketorvet Føtex 47776,-143.0,28.05.2018,Føtex,143.0,1
reconciled,01.06.2018,Fisketorvet Føtex 27032,-697.45,01.06.2018,Føtex,697.45,1
reconciled,06.06.2018,Fine Parkzone,-750.0,05.06.2018,Fine Parkzone,750.0,1
reconciled,11.06.2018,MobilePay Caroline Boje,-600.0,11.06.2018,Proteins,600.0,1
reconciled,18.06.2018,Fisketorvet Føtex 36358,-86.0,18.06.2018,Fotex,86.0,1
reconciled,19.06.2018,MobilePay Caroline Boje,-500.0,19.06.2018,Fotex,500.0,1
reconciled,25.06.2018,Fisketorvet Føtex 11191,-359.45,23.06.2018,Fotex,359.45,1
reconciled,26.06.2018,Nørrebro Apotek v 06383,-71.3,26.06.2018,Medicine,71.3,1
reconciled,27.06.2018,MobilePay Caroline Boje,-72.0,27.06.2018,Lidl,72.0,1
reconciled,28.06.2018,27220,-2598.0,27.06.2018,Bed guest room,2598.0,1
reconciled,29.06.2018,Fisketorvet Føtex 12971,-378.0,29.06.2018,Fotex,378.0,1
reconciled,07.04.2020,EASYJET EASYJET,-419.78,05.04.2020,Cambio volo Parigi,419.78,1
reconciled,08.04.2020,Fisketorvet Føtex 44505,-641.48,08.04.2020,Supermarket: Føtex,641.48,1
reconciled,14.04.2020,Fisketorvet Føtex 75814,-337.3,14.04.2020,Supermarket: Føtex,337.3,1
reconciled,21.04.2020,Fisketorvet Føtex 78198,-364.91,21.04.2020,Supermarket: Føtex,364.91,1
reconciled,29.04.2020,GREENMOBILITY A S KBENHAVN K,-595.0,27.04.2020,Green mobility ,595.0,1
reconciled,14.05.2020,Fisketorvet Føtex 95839,-286.15,14.05.2020,Supermarket: Føtex,286.15,1
reconciled,20.05.2020,Fisketorvet Føtex 51351,-355.2,20.05.2020,Supermarket: Føtex,355.2,1
reconciled,26.05.2020,Fisketorvet Føtex 33119,-595.57,26.05.2020,Supermarket: Føtex,595.57,1
reconciled,27.05.2020,DOT APP NETCOMPANY TAASTRUP,-36.0,25.05.2020,Train tickets ,36.0,1
reconciled,02.06.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,06.06.2020,Train ticket,48.0,1
reconciled,02.06.2020,Fisketorvet Føtex 56665,-339.5,02.06.2020,Supermarket: Føtex,339.5,1
reconciled,04.06.2020,DOT APP NETCOMPANY TAASTRUP,-720.0,02.06.2020,Train,720.0,1
reconciled,09.06.2020,DOT DIN OFFENTLIGE TRAN,-48.0,06.06.2020,Train ticket,48.0,1
reconciled,16.06.2020,GREENMOBILITY A S KBENHAVN K,-112.0,12.06.2020,Green mobility ,112.0,1
reconciled,29.06.2020,Bauhaus Valby 69144,-359.85,27.06.2020,Bauhaus,359.85,1
reconciled,29.06.2020,Fisketorvet Føtex 14346,-282.25,28.06.2020,Føtex ,282.25,1
reconciled,01.12.2020,Krogsgaard Finans,-2474.0,01.12.2022,Car loan,2474.0,1
reconciled,03.01.2022,HK Handels og Kontorf,-517.0,01.01.2023,A-kasse,517.0,1
reconciled,10.01.2022,SuperB Solrød 71717,-1051.55,09.01.2022,Supermarket ,1051.55,1
reconciled,25.01.2022,SOLROED FDB SUPERBRUGSEN,-778.8,23.01.2022,Supermarket ,778.8,1
reconciled,01.02.2022,HK Handels og Kontorf,-517.0,01.02.2023,A-kasse,517.0,1
reconciled,05.02.2022,MobilePay Caroline Boje,-327.0,05.02.2022,House stuff caro,327.0,1
reconciled,08.02.2022,BAUHAUS ISHOEJ ISHOEJ,-895.55,06.02.2022,Electricity stuff ,895.55,1
reconciled,10.02.2022,AMZN Mktp DE 2L4WR2NI4 AMAZON DE,-547.45,08.02.2022,Home stuff amazon,547.45,1
reconciled,11.02.2022,AMZN Mktp DE AMAZON DE,-341.8,08.02.2022,Amazon philips switch,341.8,1
reconciled,17.02.2022,56101,-592.25,16.02.2022,Benzina ,592.25,1
reconciled,23.02.2022,MobilePay Caroline Boje,-261.0,24.02.2022,Pizza,261.0,1
reconciled,01.03.2022,HK Handels og Kontorf,-517.0,01.03.2023,A-kasse,517.0,1
reconciled,07.03.2022,47575,-196.0,05.03.2022,Pizza,196.0,1
reconciled,07.03.2022,Q8 Service 8042 25817,-542.89,06.03.2022,Benzina ,542.89,1
reconciled,08.03.2022,SuitSupplyPOS_Copenhagen,-3659.0,05.03.2022,Suit Supply,3659.0,1
reconciled,14.03.2022,SuperB Solrød 12076,-603.65,12.03.2022,Supermarket ,603.65,1
reconciled,14.03.2022,SuperB Solrød 13669,-535.15,14.03.2022,Supermarket ,535.15,1
reconciled,17.03.2022,Q8 Service 8042 33476,-546.53,16.03.2022,Benzina ,546.53,1
reconciled,18.03.2022,SuperB Solrød 16879,-258.6,18.03.2022,Supermarket ,258.6,1
reconciled,21.03.2022,BAUHAUS Ishøj 81462,-968.6,20.03.2022,Bauhaus,968.6,1
reconciled,27.02.2018,MobilePay Caroline Boje,-90.0,27.02.2018,Mobilepay Netto Caroline,90.0,1
reconciled,06.03.2018,MobilePay Caroline Boje,-120.0,06.03.2018,Netto,120.0,1
reconciled,17.03.2018,MobilePay Sport24 Fisketorvet,-280.0,17.03.2018,Proteins (Sport 24),280.0,1
reconciled,19.03.2018,Maxi Zoo Denmark A 28872,-139.9,17.03.2018,Pappa ago,139.9,1
reconciled,19.03.2018,Netto 736 91655,-134.3,18.03.2018,Netto,134.3,1
reconciled,23.03.2018,Steffs T3 Pier C 65666,-81.5,22.03.2018,Burger airport,81.5,1
reconciled,27.03.2018,Ikea 121 ECO 17795,-1362.0,26.03.2018,Ikea,1362.0,1
reconciled,27.03.2018,SILVAN 637 Fisketo 34724,-1229.95,27.03.2018,Ikea,1229.95,1
reconciled,28.03.2018,07973,-262.3,28.03.2018,Netto,262.3,1
reconciled,01.07.2021,Gjensidige Forsikring,-481.84,01.07.2021,Insurance car,481.84,1
reconciled,01.07.2021,Meny Solrød str 18514,-270.35,01.07.2021,Invite super,270.35,1
reconciled,04.07.2021,MobilePay Caroline Boje,-274.0,04.07.2021,Verisure to Caroline,274.0,1
reconciled,05.07.2021,Fisketorvet Føtex 81841,-607.4,03.07.2021,Supermarket ,607.4,1
reconciled,05.07.2021,Kim Q Hair design 14279,-325.0,03.07.2021,Haircut,325.0,1
reconciled,05.07.2021,Ejendomskat 07 2021,-11698.04,05.07.2021,Ejendomskat,11698.04,1
reconciled,06.07.2021,Klarna Bodystore dk Solna,-499.0,06.07.2021,Protein,499.0,1
reconciled,06.07.2021,Amazon it 209410T94,-565.29,08.07.2021,Amazon,565.29,1
reconciled,06.07.2021,SuperB Solrød 47820,-530.65,06.07.2021,Supermarket ,530.65,1
reconciled,08.07.2021,SuperB Solrød 11043,-29.25,08.07.2021,Supermarket ,29.25,1
reconciled,12.07.2021,CIRCLE K TRAFIKCEN 72354,-197.35,11.07.2021,Egeskov,197.35,1
reconciled,12.07.2021,SuperB Solrød 51676,-28.95,12.07.2021,Supermarket ,28.95,1
reconciled,16.07.2021,SN4799000025556660 MILANO,-25.75,15.07.2021,Milano,25.75,1
reconciled,16.07.2021,SN4799000025556949 MILANO,-36.93,20.07.2021,Milano ,36.93,1
reconciled,19.07.2021,SN4799000025565244 MILANO,-28.24,20.07.2021,Milano ,28.24,1
reconciled,20.07.2021,SN4799000025602591 MILANO,-31.03,20.07.2021,Milano ,31.03,1
reconciled,20.07.2021,SN4799000025600839 MILANO,-41.6,20.07.2021,Milano ,41.6,1
reconciled,20.07.2021,SN4799000025576369 MILANO,-28.09,20.07.2021,Milano ,28.09,1
reconciled,20.07.2021,SN4799000025591815 MILANO,-43.8,20.07.2021,Milano ,43.8,1
reconciled,28.07.2021,PAYPAL ADOBESYSTEM 35314369001,-75.55,28.07.2021,Lightroom,75.55,1
reconciled,30.07.2021,PAYPAL EASYPARK AS 35314369001,-70.6,30.07.2021,Park Sardegna,70.6,1
reconciled,02.08.2021,Gjensidige Forsikring,-491.92,01.08.2021,Car insurance,491.92,1
reconciled,02.08.2021,SuperB Solrød 64583,-979.35,02.08.2021,Supermarket ,979.35,1
reconciled,03.08.2021,HMS Host International Amsterdam,-174.31,03.08.2021,Amsterdam food,174.31,1
reconciled,04.08.2021,SuperB Solrød 65974,-397.9,04.08.2021,Supermarket ,397.9,1
reconciled,06.08.2021,SuperB Solrød 67247,-19.95,06.08.2021,Supermarket ,19.95,1
reconciled,09.08.2021,SuperB Solrød 68702,-614.55,08.08.2021,Supermarket ,614.55,1
reconciled,12.08.2021,SuperB Solrød 71169,-96.85,09.08.2021,Supermarket ,96.85,1
reconciled,16.08.2021,H M 809,-139.9,15.08.2021,H&M tshirts,139.9,1
reconciled,19.08.2021,Anne s Dyrecenter 06516,-1034.0,18.08.2021,Puppy stuff,1034.0,1
reconciled,23.08.2021,P huset Gl Mønt 13486,-129.6,23.08.2021,Parking,129.6,1
reconciled,23.08.2021,B Skat 20 08 2021,-1262.0,22.08.2021,B-Skat,1262.0,1
reconciled,24.08.2021,PAYPAL CONTABO 35314369001,-69.64,26.08.2021,Contabo,69.64,1
reconciled,25.08.2021,AMZN Mktp IT WD5HR4T95 AMAZON IT,-279.59,22.08.2021,Intervallometro,279.59,1
reconciled,27.08.2021,PAYPAL ADOBESYSTEM 35314369001,-75.53,30.08.2021,Adobe subscription ,75.53,1
reconciled,01.09.2021,Gjensidige Forsikring,-491.92,01.09.2021,Car Insurance,491.92,1
reconciled,02.09.2021,SuperB Solrød 86092,-329.7,02.09.2021,Supermarket ,329.7,1
reconciled,05.09.2021,MobilePay Caroline Boje,-504.0,05.09.2021,Spese case varie,504.0,1
reconciled,07.09.2021,267 LAGKAGHUSET SOLROED,-84.0,04.09.2021,Cake,84.0,1
reconciled,13.09.2021,SOLROED APOTEK SOLROED STRAN,-50.8,18.09.2021,Farmaco Loki,50.8,1
reconciled,14.09.2021,FOETEX FISKETOR KOEBENHAVN V,-524.3,11.09.2021,Supermarket ,524.3,1
reconciled,15.09.2021,KIM Q HAIR DESIGN KOEBENHAVN V,-325.0,11.09.2021,Haircut,325.0,1
reconciled,16.09.2021,PAYPAL APPLE COM BILL,-46.16,18.09.2021,Strong app,46.16,1
reconciled,17.09.2021,Q8 Service 8042 97997,-473.09,18.09.2021,Benzina ,473.09,1
reconciled,18.09.2021,MobilePay Apcoa Parking A S AXEL,-280.0,14.09.2018,Føtex,280.0,1
reconciled,20.09.2021,B Skat 20 09 2021,-1262.0,18.09.2021,B-Skat,1262.0,1
reconciled,23.09.2021,Fisketorvet 68822,-120.0,22.09.2021,Parcheggio conema,120.0,1
reconciled,27.09.2021,P huset Gl Mønt 17977,-48.0,25.09.2021,Parq,48.0,1
reconciled,30.09.2021,Q8 Service 8042 08042,-450.43,29.09.2021,Benzina ,450.43,1
reconciled,02.07.2019,DESIGN FLOWER KOBENHAVN,-75.0,02.07.2019,Flowers friend Caro,75.0,1
reconciled,08.07.2019,DOT APP PENDLER KORT VALBY,-699.9,04.07.2019,Train,699.9,1
reconciled,09.07.2019,PAYPAL BOOKING COM 35314369001,-4612.6,09.07.2019,Hotel Norway ,4612.6,1
reconciled,11.07.2019,Fisketorvet Føtex 50000,-339.2,11.07.2019,Supermarket: Føtex,339.2,1
reconciled,15.07.2019,Fisketorvet Føtex 97903,-160.5,15.07.2019,Supermarket: Føtex,160.5,1
reconciled,18.07.2019,WARPIGS BREWPUB 99063,-131.0,18.07.2019,Warpigs Sune,131.0,1
reconciled,24.07.2019,AMZN Mktp IT MH7AM6T54 AMAZON IT,-334.41,21.07.2019,Zaino porta Ago,334.41,1
reconciled,29.07.2019,RYANAIR PAYPAL COM,-96.0,25.07.2019,Ryanair cabin luggage,96.0,1
reconciled,30.07.2019,RYANAIR DUBLIN,-440.0,30.07.2019,Plane milan late checkin ,440.0,1
reconciled,06.08.2019,DOT APP PENDLER KORT VALBY,-136.0,06.08.2019,Housewarming Sune Train,136.0,1
reconciled,06.08.2019,Fisketorvet Føtex 36497,-84.45,06.08.2019,Supermarket: Føtex,84.45,1
reconciled,12.08.2019,Fisketorvet Føtex 38468,-238.8,10.08.2019,Cibo cane,238.8,1
reconciled,14.08.2019,BOOTS APOTEK SOLLI 142 OSLO,-82.46,14.08.2019,BOOTS APOTEK SOLLI 142\ \OSLO\,82.46,1
reconciled,14.08.2019,BOELGEN MOI TJUVHOLMEN A OSLO,-335.5,14.08.2019,BOELGEN  MOI TJUVHOLMEN A\ ...,335.5,1
reconciled,14.08.2019,OKQ8 STROMSTAD,-410.21,14.08.2019,OKQ8\ \STROMSTAD\,410.21,1
reconciled,16.08.2019,GAUSTATOPPEN SKIEN,-87.95,16.08.2019,GAUSTATOPPEN\ \SKIEN\,87.95,1
reconciled,20.08.2019,BEITOSTØLEN RES BEITOSTØLEN,-2642.68,20.08.2019,BEITOST�LEN RES\ \BEITOST�L...,2642.68,1
reconciled,20.08.2019,PAYPAL BOOKING COM 35314369001,-3869.69,16.08.2019,Hotel last minute,3869.69,1
reconciled,21.08.2019,SPAR BEITOSTOELEN BEITOSTOELEN,-256.92,21.08.2019,SPAR BEITOSTOELEN\ \BEITOST...,256.92,1
reconciled,26.08.2019,MAT TRADISJON A LODDEFJORD,-72.57,26.08.2019,MAT TRADISJON A\ \LODDEFJORD\,72.57,1
reconciled,26.08.2019,71927,-411.22,26.08.2019,INGO VASBYG.4      71927,411.22,1
reconciled,27.08.2019,3514TGI FRIDAY BERGEN,-684.47,27.08.2019,3514TGI FRIDAY\ \BERGEN\,684.47,1
reconciled,27.08.2019,SPAR ODDA ODDA,-121.36,27.08.2019,SPAR ODDA\ \ODDA\,121.36,1
reconciled,27.08.2019,NO135 CC OLEANA BERGEN,-190.77,27.08.2019,NO135 CC OLEANA\ \BERGEN\,190.77,1
reconciled,29.08.2019,95326,-210.0,29.08.2019,Bike fix,210.0,1
reconciled,04.09.2019,Fisketorvet Føtex 59789,-59.15,04.09.2019,Supermarket: Føtex,59.15,1
reconciled,09.09.2019,SS 2 MALPENSA AEROPORTO FERNO,-98.46,09.09.2019,SS 2 MALPENSA AEROPORTO  \ ...,98.46,1
reconciled,09.09.2019,SILVAN 637 Fisketo 49459,-49.95,09.09.2019,SILVAN 637 Fisketo )))) 49459,49.95,1
reconciled,10.09.2019,DOT APP PENDLER KORT VALBY,-699.9,06.09.2019,Train,699.9,1
reconciled,16.09.2019,Taxes rata 1,-2038.0,16.09.2019,Taxes (rata 1),2038.0,1
reconciled,18.09.2019,DagliBrugsen Skærb 68602,-113.8,18.09.2019,Supermarket ,113.8,1
reconciled,24.09.2019,Green Mobility A S Copenhagen,-49.0,24.09.2019,Green Mobility A/S\ \Copenh...,49.0,1
reconciled,24.09.2019,Dantaxi 4x48 61399,-246.0,24.09.2019,Dantaxi 4x48 )))) 61399,246.0,1
reconciled,25.09.2019,Fisketorvet Føtex 65452,-238.4,25.09.2019,Fisketorvet F�tex  65452,238.4,1
reconciled,03.07.2023,Autoroutes Du S,-8.93,03.07.2023,Autoroute,8.93,1
reconciled,06.07.2023,Liberte Aut,-32.02,06.07.2023,Autoroute,32.02,1
reconciled,10.07.2023,Lido Di Alghero,-148.98,10.07.2023,Lettini Alghero,148.98,1
reconciled,10.07.2023,Ejendomskat 07 2023,-12012.32,10.07.2023,Ejendomskat 2023,12012.32,1
reconciled,12.07.2023,ABACO SPA COMUNE D,-59.63,12.07.2023,Abaco,59.63,1
reconciled,13.07.2023,CRAI EXTRA PULA AU,-186.24,12.07.2023,Super Pula,186.24,1
reconciled,17.07.2023,APCOA PARCHEGGIO CAG,-38.01,17.07.2023,Apcoa park,38.01,1
reconciled,18.07.2023,Parco Metri Villasim,-22.35,18.07.2023,Parking,22.35,1
reconciled,18.07.2023,APPLE COM BILL CORK,-42.0,18.07.2023,Apple iOS Apps,42.0,1
